Year,Month,TA,UC,T
1835,12,0.839,6.024,-29.821
1836,1,-2.877,3.936,-33.807
1836,2,-5.139,2.840,-35.839
1836,3,-2.704,3.373,-32.424
1836,4,-3.628,4.225,-26.808
1836,5,-0.791,2.440,-13.421
1836,6,-1.514,2.649,-7.244
1836,7,-0.876,2.963,-3.736
1836,8,-2.034,3.344,-6.954
1836,9,-1.006,2.423,-13.376
1836,10,-3.465,4.289,-24.505
1836,11,-5.460,5.311,-32.73
1836,12,-3.290,3.676,-33.95
1837,1,-4.380,5.368,-35.31
1837,2,-7.492,2.605,-38.192
1837,3,0.071,4.093,-29.649
1837,4,-1.737,2.445,-24.917
1837,5,-0.427,3.915,-13.057
1837,6,-0.662,3.037,-6.392
1837,7,-0.244,3.021,-3.104
1837,8,-1.159,2.705,-6.079
1837,9,-0.485,2.192,-12.855
1837,10,-2.613,3.026,-23.653
1837,11,-6.705,6.498,-33.975
1837,12,-4.461,7.089,-35.121
1838,1,-4.717,4.445,-35.647
1838,2,-0.832,3.228,-31.532
1838,3,-3.700,4.530,-33.42
1838,4,-0.994,2.649,-24.174
1838,5,0.380,2.953,-12.25
1838,6,-0.138,3.080,-5.868
1838,7,0.996,3.329,-1.864
1838,8,-0.588,2.798,-5.508
1838,9,-1.015,2.937,-13.385
1838,10,-2.179,3.183,-23.219
1838,11,-1.157,3.314,-28.427
1838,12,-1.314,2.233,-31.974
1839,1,-4.456,3.685,-35.386
1839,2,-6.533,7.531,-37.233
1839,3,-2.289,2.386,-32.009
1839,4,-0.670,3.390,-23.85
1839,5,-1.805,2.827,-14.435
1839,6,-0.575,2.864,-6.305
1839,7,0.269,2.889,-2.591
1839,8,-0.002,2.907,-4.922
1839,9,-0.670,2.901,-13.04
1839,10,-1.738,3.057,-22.778
1839,11,-2.499,2.569,-29.769
1839,12,-1.639,3.594,-32.299
1840,1,-3.130,2.865,-34.06
1840,2,-3.049,4.093,-33.749
1840,3,5.203,8.246,-24.517
1840,4,-0.731,2.160,-23.911
1840,5,0.310,3.238,-12.32
1840,6,-0.026,2.354,-5.756
1840,7,0.093,2.218,-2.767
1840,8,-1.225,2.324,-6.145
1840,9,-1.076,2.127,-13.446
1840,10,-0.752,2.515,-21.792
1840,11,-2.551,4.139,-29.821
1840,12,-0.427,2.977,-31.087
1841,1,-1.568,3.344,-32.498
1841,2,1.708,5.144,-28.992
1841,3,-0.654,2.551,-30.374
1841,4,-0.001,2.423,-23.181
1841,5,-0.870,2.131,-13.5
1841,6,-0.949,2.743,-6.679
1841,7,-0.372,2.349,-3.232
1841,8,-1.173,2.110,-6.093
1841,9,-0.755,2.057,-13.125
1841,10,-1.254,2.004,-22.294
1841,11,-3.602,2.502,-30.872
1841,12,-3.264,3.073,-33.924
1842,1,-1.140,3.227,-32.07
1842,2,-4.461,5.890,-35.161
1842,3,-1.512,4.359,-31.232
1842,4,0.025,2.933,-23.155
1842,5,0.363,2.296,-12.267
1842,6,-0.557,2.239,-6.287
1842,7,0.038,2.273,-2.822
1842,8,-1.286,2.791,-6.206
1842,9,-0.567,2.054,-12.937
1842,10,0.536,3.311,-20.504
1842,11,-2.948,2.725,-30.218
1842,12,-1.852,3.636,-32.512
1843,1,-3.262,3.313,-34.192
1843,2,0.293,5.043,-30.407
1843,3,2.184,6.240,-27.536
1843,4,0.787,2.571,-22.393
1843,5,-0.021,2.627,-12.651
1843,6,0.408,2.167,-5.322
1843,7,-0.232,2.269,-3.092
1843,8,-0.816,2.470,-5.736
1843,9,-0.187,2.228,-12.557
1843,10,-0.093,3.721,-21.133
1843,11,-3.826,4.791,-31.096
1843,12,-3.758,7.048,-34.418
1844,1,-4.722,5.777,-35.652
1844,2,-4.094,2.652,-34.794
1844,3,-2.028,3.678,-31.748
1844,4,-4.375,6.953,-27.555
1844,5,-2.860,4.116,-15.49
1844,6,0.665,2.143,-5.065
1844,7,0.280,2.183,-2.58
1844,8,-0.561,2.139,-5.481
1844,9,-1.009,2.096,-13.379
1844,10,-0.108,2.382,-21.148
1844,11,-2.543,3.112,-29.813
1844,12,-0.435,2.568,-31.095
1845,1,-2.538,2.847,-33.468
1845,2,-4.572,4.908,-35.272
1845,3,1.576,3.115,-28.144
1845,4,1.792,2.653,-21.388
1845,5,-0.101,2.124,-12.731
1845,6,-0.322,2.198,-6.052
1845,7,1.701,2.858,-1.159
1845,8,-0.048,2.122,-4.968
1845,9,-0.470,2.067,-12.84
